"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2022-09-05 a las 20:12:56 (tiempo del centro de Mexico)."
"Sismicidad del 2022-01-01 al 2022-09-05, mag. 4.0 a 9.9, todas las profundidades, en todo el pais."
"Total: 1503 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
2022-01-24,13:43:12,4.2,16.5725,-94.4853,102.4,"38 km al NORESTE de UNION HIDALGO, OAX",2022-01-24,19:43:12,revisado
2022-01-24,14:57:29,4.1,15.2592,-95.6052,22.4,"80 km al SURESTE de CRUCECITA, OAX",2022-01-24,20:57:29,revisado
2022-01-24,22:13:23,4.0,14.7738,-92.4897,78.6,"29 km al SUROESTE de TAPACHULA, CHIS",2022-01-25,04:13:23,revisado
2022-01-24,23:53:26,4.0,15.0422,-94.2918,14.8,"129 km al SUROESTE de TONALA, CHIS",2022-01-25,05:53:26,revisado
2022-01-25,00:16:18,4.0,15.3363,-94.719,25.0,"107 km al SURESTE de SALINA CRUZ, OAX",2022-01-25,06:16:18,revisado
2022-01-25,03:25:40,4.1,14.7277,-93.3297,26.8,"92 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-25,09:25:40,revisado
2022-01-25,05:53:55,4.0,15.4788,-95.1378,62.3,"78 km al SUR de SALINA CRUZ, OAX",2022-01-25,11:53:55,revisado
2022-01-25,19:28:54,4.3,16.5737,-101.151,10.0,"91 km al SUROESTE de TECPAN, GRO",2022-01-26,01:28:54,revisado
2022-01-25,21:04:48,4.0,16.252,-98.1293,9.5,"13 km al SUROESTE de PINOTEPA NACIONAL, OAX",2022-01-26,03:04:48,revisado
2022-01-25,22:07:28,4.0,17.5015,-95.8018,100.8,"65 km al SUROESTE de ISLA, VER",2022-01-26,04:07:28,revisado
2022-01-26,00:33:15,4.4,15.4725,-96.7708,20.2,"44 km al SUROESTE de S PEDRO POCHUTLA, OAX",2022-01-26,06:33:15,revisado
2022-01-26,05:36:31,4.0,14.5187,-92.8077,64.2,"73 km al OESTE de CD HIDALGO, CHIS",2022-01-26,11:36:31,revisado
2022-01-26,16:09:15,4.1,17.3622,-94.6178,167.1,"67 km al SUR de JALTIPAN DE MORELOS, VER",2022-01-26,22:09:15,revisado
2022-01-26,16:27:06,4.0,15.6883,-95.9397,28.9,"23 km al SURESTE de CRUCECITA, OAX",2022-01-26,22:27:06,revisado
2022-01-26,19:06:07,4.0,15.287,-92.1215,207.5,"16 km al SURESTE de MOTOZINTLA, CHIS",2022-01-27,01:06:07,revisado
2022-01-26,19:13:14,4.1,29.9622,-113.994,10.0,"143 km al SURESTE de SAN FELIPE, BC",2022-01-27,01:13:14,revisado
2022-01-26,22:29:45,4.1,14.7585,-93.0438,23.6,"75 km al SUROESTE de HUIXTLA, CHIS",2022-01-27,04:29:45,revisado
2022-01-27,00:08:58,4.0,16.6343,-100.038,5.0,"30 km al SUROESTE de ACAPULCO, GRO",2022-01-27,06:08:58,revisado
2022-01-27,00:26:57,4.3,15.2213,-94.5937,16.0,"124 km al SURESTE de SALINA CRUZ, OAX",2022-01-27,06:26:57,revisado
2022-01-27,03:34:35,4.0,15.5638,-94.9213,20.0,"74 km al SURESTE de SALINA CRUZ, OAX",2022-01-27,09:34:35,revisado
2022-01-27,06:45:31,4.1,17.1962,-100.527,31.5,"10 km al OESTE de ATOYAC DE ALVAREZ, GRO",2022-01-27,12:45:31,revisado
2022-01-27,08:02:07,4.2,13.7075,-92.4415,15.0,"112 km al SUROESTE de CD HIDALGO, CHIS",2022-01-27,14:02:07,revisado
2022-01-27,12:47:01,4.0,16.5632,-99.0345,9.3,"46 km al SURESTE de SAN MARCOS, GRO",2022-01-27,18:47:01,revisado
2022-01-27,14:49:51,4.0,16.0383,-95.0318,15.1,"24 km al SURESTE de SALINA CRUZ, OAX",2022-01-27,20:49:51,revisado
2022-01-27,14:55:43,4.2,16.5555,-100.432,14.4,"62 km al SUROESTE de COYUCA DE BENITEZ, GRO",2022-01-27,20:55:43,revisado
2022-01-27,15:07:43,4.1,14.909,-92.6273,96.5,"31 km al SUROESTE de HUIXTLA, CHIS",2022-01-27,21:07:43,revisado
2022-01-27,17:32:56,4.1,15.7667,-94.9723,30.3,"52 km al SURESTE de SALINA CRUZ, OAX",2022-01-27,23:32:56,revisado
2022-01-27,19:17:17,4.1,17.1627,-94.9862,131.5,"33 km al NORTE de MATIAS ROMERO, OAX",2022-01-28,01:17:17,revisado
2022-01-27,23:00:27,4.7,19.3567,-105.201,28.0,"68 km al OESTE de CIHUATLAN, JAL",2022-01-28,05:00:27,revisado
2022-01-28,04:13:43,4.3,14.1532,-93.6433,14.3,"164 km al SUROESTE de MAPASTEPEC, CHIS",2022-01-28,10:13:43,revisado
2022-01-28,07:11:39,4.0,14.3168,-94.2915,10.0,"191 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-28,13:11:39,revisado
2022-01-28,08:40:11,4.0,15.7358,-98.257,16.2,"70 km al SUROESTE de PINOTEPA NACIONAL, OAX",2022-01-28,14:40:11,revisado
2022-01-28,18:10:07,4.0,16.4237,-94.8303,16.1,"6 km al SUR de UNION HIDALGO, OAX",2022-01-29,00:10:07,revisado
2022-01-28,19:46:53,4.1,16.7425,-95.2152,94.0,"23 km al NOROESTE de CD IXTEPEC, OAX",2022-01-29,01:46:53,revisado
2022-01-29,01:26:42,4.2,30.4897,-114.025,10.0,"98 km al SURESTE de SAN FELIPE, BC",2022-01-29,07:26:42,revisado
2022-01-29,04:47:03,4.0,28.3057,-108.574,5.0,"107 km al SUROESTE de MADERA, CHIH",2022-01-29,10:47:03,revisado
2022-01-29,13:07:22,4.4,14.69,-92.4652,73.6,"33 km al SUROESTE de TAPACHULA, CHIS",2022-01-29,19:07:22,revisado
2022-01-29,21:43:49,4.0,16.9658,-95.135,114.0,"14 km al NOROESTE de MATIAS ROMERO, OAX",2022-01-30,03:43:49,revisado
2022-01-29,22:45:58,4.0,16.8723,-94.4535,121.2,"59 km al NORESTE de UNION HIDALGO, OAX",2022-01-30,04:45:58,revisado
2022-01-29,23:48:36,4.0,30.5373,-114.083,10.0,"90 km al SURESTE de SAN FELIPE, BC",2022-01-30,05:48:36,revisado
2022-01-30,05:08:14,4.0,16.917,-98.5878,38.0,"32 km al NOROESTE de OMETEPEC, GRO",2022-01-30,11:08:14,revisado
2022-01-30,08:25:55,4.1,15.4928,-92.945,116.1,"8 km al NOROESTE de MAPASTEPEC, CHIS",2022-01-30,14:25:55,revisado
2022-01-30,10:13:41,4.2,16.0727,-98.6862,15.9,"74 km al SUROESTE de OMETEPEC, GRO",2022-01-30,16:13:41,revisado
2022-01-30,12:18:02,4.1,19.0703,-107.921,10.0,"329 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-30,18:18:02,revisado
2022-01-30,12:23:18,4.0,16.4662,-95.0867,3.6,"8 km al NOROESTE de JUCHITAN DE ZARAGOZA, OAX",2022-01-30,18:23:18,revisado
2022-01-30,12:49:01,4.0,14.7712,-93.8543,16.5,"123 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-30,18:49:01,revisado
2022-01-31,01:15:49,4.1,19.7225,-108.784,10.0,"370 km al SURESTE de CABO SAN LUCAS, BCS",2022-01-31,07:15:49,revisado
2022-01-31,01:25:26,4.4,15.4483,-91.8497,214.9,"39 km al SURESTE de FRONTERA COMALAPA, CHIS",2022-01-31,07:25:26,revisado
2022-01-31,04:40:31,4.0,14.65,-96.8923,10.0,"129 km al SUROESTE de S PEDRO POCHUTLA, OAX",2022-01-31,10:40:31,revisado
2022-01-31,05:03:44,4.0,15.409,-94.7638,17.0,"97 km al SURESTE de SALINA CRUZ, OAX",2022-01-31,11:03:44,revisado
2022-01-31,07:04:21,4.0,16.1005,-95.1183,6.3,"12 km al SURESTE de SALINA CRUZ, OAX",2022-01-31,13:04:21,revisado
2022-01-31,07:55:12,4.0,16.611,-94.7112,12.2,"20 km al NORESTE de UNION HIDALGO, OAX",2022-01-31,13:55:12,revisado
2022-01-31,08:10:37,4.2,14.5555,-94.0427,8.5,"154 km al SUROESTE de PIJIJIAPAN, CHIS",2022-01-31,14:10:37,revisado
2022-01-31,11:53:22,4.3,17.2433,-94.4197,146.7,"78 km al NORESTE de MATIAS ROMERO, OAX",2022-01-31,17:53:22,revisado
2022-01-31,14:33:37,4.0,19.4127,-108.249,10.0,"342 km al SUROESTE de PUERTO VALLARTA, JAL",2022-01-31,20:33:37,revisado
2022-01-31,19:01:41,4.0,14.9615,-94.3792,18.6,"141 km al SUROESTE de TONALA, CHIS",2022-02-01,01:01:41,revisado
2022-01-31,21:04:55,4.0,16.738,-94.9157,102.6,"20 km al SURESTE de MATIAS ROMERO, OAX",2022-02-01,03:04:55,revisado
2022-01-31,23:16:27,4.0,15.859,-95.9028,45.9,"27 km al NORESTE de CRUCECITA, OAX",2022-02-01,05:16:27,revisado
2022-01-31,23:44:09,4.1,16.9062,-94.1147,142.8,"48 km al NOROESTE de CINTALAPA, CHIS",2022-02-01,05:44:09,revisado
2022-02-01,01:05:54,4.2,17.6817,-101.335,48.8,"17 km al NOROESTE de PETATLAN, GRO",2022-02-01,07:05:54,revisado
2022-02-01,01:35:49,4.4,15.1533,-94.6695,18.5,"127 km al SURESTE de SALINA CRUZ, OAX",2022-02-01,07:35:49,revisado
2022-02-01,04:30:44,4.0,18.2707,-103.45,10.0,"64 km al SUROESTE de COALCOMAN, MICH",2022-02-01,10:30:44,revisado
2022-02-01,06:01:35,4.0,16.7418,-96.3855,54.8,"25 km al SURESTE de TLACOLULA, OAX",2022-02-01,12:01:35,revisado
2022-02-01,08:33:27,4.0,17.2347,-94.6673,140.0,"56 km al NORESTE de MATIAS ROMERO, OAX",2022-02-01,14:33:27,revisado
2022-02-01,23:28:12,4.0,16.772,-94.2498,126.0,"57 km al OESTE de CINTALAPA, CHIS",2022-02-02,05:28:12,revisado
2022-02-02,00:12:37,4.0,16.1288,-94.8642,60.2,"36 km al ESTE de SALINA CRUZ, OAX",2022-02-02,06:12:37,revisado
2022-02-02,01:26:01,4.2,16.5033,-93.4203,173.4,"29 km al SUR de OCOZOCOAUTLA, CHIS",2022-02-02,07:26:01,revisado
2022-02-02,02:10:36,4.5,14.2992,-93.9268,19.4,"168 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-02,08:10:36,revisado
2022-02-02,05:36:41,4.4,14.7682,-93.8518,15.7,"123 km al SUROESTE de PIJIJIAPAN, CHIS",2022-02-02,11:36:41,revisado
2022-02-02,05:42:15,5.0,14.1725,-93.6425,16.1,"162 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-02,11:42:15,revisado
2022-02-02,06:45:55,4.1,16.2843,-98.042,5.3,"6 km al SUR de PINOTEPA NACIONAL, OAX",2022-02-02,12:45:55,revisado
2022-02-02,12:17:33,4.7,17.0125,-101.532,28.3,"64 km al SUROESTE de PETATLAN, GRO",2022-02-02,18:17:33,revisado
2022-02-02,16:13:42,4.7,13.8122,-92.5467,15.0,"105 km al SUROESTE de CD HIDALGO, CHIS",2022-02-02,22:13:42,revisado
2022-02-02,16:17:19,4.0,13.6493,-92.5665,29.0,"122 km al SUROESTE de CD HIDALGO, CHIS",2022-02-02,22:17:19,revisado
2022-02-02,17:04:43,4.0,13.8985,-92.3887,56.7,"90 km al SUROESTE de CD HIDALGO, CHIS",2022-02-02,23:04:43,revisado
2022-02-02,20:38:05,4.2,13.7015,-92.5412,23.8,"116 km al SUROESTE de CD HIDALGO, CHIS",2022-02-03,02:38:05,revisado
2022-02-02,22:08:29,4.0,17.3622,-100.753,45.1,"20 km al NOROESTE de TECPAN, GRO",2022-02-03,04:08:29,revisado
2022-02-03,02:35:11,4.0,15.4498,-95.1062,18.8,"82 km al SUR de SALINA CRUZ, OAX",2022-02-03,08:35:11,revisado
2022-02-03,05:56:03,4.1,15.9928,-95.1715,27.6,"21 km al SUR de SALINA CRUZ, OAX",2022-02-03,11:56:03,revisado
2022-02-03,15:08:28,4.1,14.221,-93.5557,9.9,"153 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-03,21:08:28,revisado
2022-02-03,19:11:25,4.0,16.9495,-94.863,119.9,"21 km al NORESTE de MATIAS ROMERO, OAX",2022-02-04,01:11:25,revisado
2022-02-03,19:55:05,4.3,14.9023,-94.3632,17.5,"146 km al SUROESTE de TONALA, CHIS",2022-02-04,01:55:05,revisado
2022-02-03,20:39:58,4.3,14.1247,-93.6367,10.0,"166 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-04,02:39:58,revisado
2022-02-03,21:54:53,4.0,17.4223,-94.4578,168.5,"64 km al SUR de MINATITLAN, VER",2022-02-04,03:54:53,revisado
2022-02-04,02:23:48,4.1,16.1658,-97.5065,11.5,"19 km al NOROESTE de RIO GRANDE, OAX",2022-02-04,08:23:48,revisado
2022-02-04,03:35:54,4.2,17.5475,-102.978,11.7,"87 km al SUROESTE de LA MIRA, MICH",2022-02-04,09:35:54,revisado
2022-02-04,04:25:35,4.2,21.8257,-107.812,16.1,"212 km al SUROESTE de MAZATLAN, SIN",2022-02-04,10:25:35,revisado
2022-02-04,07:10:29,4.1,30.1058,-113.795,12.1,"136 km al SUR de PUERTO PEÑASCO, SON",2022-02-04,13:10:29,revisado
2022-02-04,07:31:47,4.2,17.3435,-94.8692,136.3,"55 km al NORESTE de MATIAS ROMERO, OAX",2022-02-04,13:31:47,revisado
2022-02-04,09:46:31,4.0,16.203,-97.5115,7.9,"23 km al NOROESTE de RIO GRANDE, OAX",2022-02-04,15:46:31,revisado
2022-02-04,11:17:39,4.0,15.2957,-94.7255,24.5,"110 km al SURESTE de SALINA CRUZ, OAX",2022-02-04,17:17:39,revisado
2022-02-04,14:24:53,4.0,15.9365,-98.2597,12.6,"50 km al SUROESTE de PINOTEPA NACIONAL, OAX",2022-02-04,20:24:53,revisado
2022-02-04,15:51:02,4.3,21.836,-107.897,21.0,"217 km al SUROESTE de MAZATLAN, SIN",2022-02-04,21:51:02,revisado
2022-02-04,15:58:56,4.3,21.8252,-107.828,21.8,"213 km al SUROESTE de MAZATLAN, SIN",2022-02-04,21:58:56,revisado
2022-02-04,21:58:59,4.1,22.0168,-107.993,16.1,"211 km al SURESTE de SAN JOSE DEL CABO, BCS",2022-02-05,03:58:59,revisado
2022-02-05,05:14:41,4.3,14.3657,-93.4207,15.8,"132 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-05,11:14:41,revisado
2022-02-05,06:33:47,4.1,16.8545,-100.239,13.4,"23 km al SUROESTE de COYUCA DE BENITEZ, GRO",2022-02-05,12:33:47,revisado
2022-02-05,10:59:17,4.3,17.3545,-94.9875,131.7,"54 km al NORTE de MATIAS ROMERO, OAX",2022-02-05,16:59:17,revisado
2022-02-05,13:06:13,4.1,13.7288,-91.9192,16.1,"108 km al SUR de CD HIDALGO, CHIS",2022-02-05,19:06:13,revisado
2022-02-05,20:50:59,4.1,16.1825,-92.9148,214.3,"38 km al ESTE de VILLAFLORES, CHIS",2022-02-06,02:50:59,revisado
2022-02-05,21:42:26,4.0,17.2252,-94.8882,132.1,"42 km al NORESTE de MATIAS ROMERO, OAX",2022-02-06,03:42:26,revisado
2022-02-05,21:51:18,4.6,13.599,-92.486,16.4,"125 km al SUROESTE de CD HIDALGO, CHIS",2022-02-06,03:51:18,revisado
2022-02-05,23:06:52,4.0,18.1953,-103.504,2.5,"74 km al SUROESTE de COALCOMAN, MICH",2022-02-06,05:06:52,revisado
2022-02-05,23:48:22,4.2,18.6288,-106.314,11.5,"196 km al SUROESTE de CIHUATLAN, JAL",2022-02-06,05:48:22,revisado
2022-02-06,01:24:36,4.4,15.8765,-98.2918,19.1,"57 km al SUROESTE de PINOTEPA NACIONAL, OAX",2022-02-06,07:24:36,revisado
2022-02-06,02:53:02,4.5,15.721,-96.8025,13.6,"32 km al SURESTE de PUERTO ESCONDIDO, OAX",2022-02-06,08:53:02,revisado
2022-02-06,03:36:24,4.4,15.6572,-96.8382,15.0,"33 km al SURESTE de PUERTO ESCONDIDO, OAX",2022-02-06,09:36:24,revisado
2022-02-06,09:12:59,4.6,21.5212,-93.4767,10.0,"342 km al NORTE de FRONTERA, TAB",2022-02-06,15:12:59,revisado
2022-02-06,10:19:48,4.0,15.1263,-92.5932,121.8,"14 km al OESTE de HUIXTLA, CHIS",2022-02-06,16:19:48,revisado
2022-02-06,14:21:47,4.1,16.9573,-94.2098,143.9,"60 km al NOROESTE de CINTALAPA, CHIS",2022-02-06,20:21:47,revisado
2022-02-06,16:43:18,4.0,26.7168,-110.903,16.1,"89 km al NORESTE de LORETO, BCS",2022-02-06,22:43:18,revisado
2022-02-06,20:04:07,4.0,30.131,-113.74,22.2,"133 km al SUR de PUERTO PEÑASCO, SON",2022-02-07,02:04:07,revisado
2022-02-06,20:04:48,4.0,16.2157,-95.1503,9.1,"6 km al NORESTE de SALINA CRUZ, OAX",2022-02-07,02:04:48,revisado
2022-02-07,14:09:33,4.0,15.4672,-96.3195,5.8,"34 km al SURESTE de S PEDRO POCHUTLA, OAX",2022-02-07,20:09:33,revisado
2022-02-07,14:47:41,4.0,17.5842,-94.625,172.2,"43 km al SUR de JALTIPAN DE MORELOS, VER",2022-02-07,20:47:41,revisado
2022-02-08,01:43:43,4.0,15.4643,-94.8737,19.8,"87 km al SURESTE de SALINA CRUZ, OAX",2022-02-08,07:43:43,revisado
2022-02-08,02:12:11,4.0,17.087,-99.5945,35.8,"39 km al NOROESTE de SAN MARCOS, GRO",2022-02-08,08:12:11,revisado
2022-02-08,02:34:24,4.0,16.1965,-99.2098,16.1,"69 km al SURESTE de SAN MARCOS, GRO",2022-02-08,08:34:24,revisado
2022-02-08,02:40:04,4.0,18.9038,-107.484,10.0,"302 km al SUROESTE de PUERTO VALLARTA, JAL",2022-02-08,08:40:04,revisado
2022-02-08,20:10:51,4.0,14.0193,-93.3192,16.1,"145 km al SUROESTE de CD HIDALGO, CHIS",2022-02-09,02:10:51,revisado
2022-02-08,21:11:09,4.1,14.7672,-93.7287,22.4,"116 km al SUROESTE de PIJIJIAPAN, CHIS",2022-02-09,03:11:09,revisado
2022-02-09,01:41:58,4.1,17.492,-94.833,144.5,"45 km al SURESTE de SAYULA DE ALEMAN, VER",2022-02-09,07:41:58,revisado
2022-02-09,05:03:44,4.2,13.9043,-92.4588,16.1,"92 km al SUROESTE de CD HIDALGO, CHIS",2022-02-09,11:03:44,revisado
2022-02-09,18:34:16,4.0,15.3887,-94.8213,28.1,"96 km al SURESTE de SALINA CRUZ, OAX",2022-02-10,00:34:16,revisado
2022-02-09,23:31:37,4.5,17.2433,-91.742,25.0,"39 km al SURESTE de PALENQUE, CHIS",2022-02-10,05:31:37,revisado
2022-02-10,01:07:47,4.1,22.4772,-99.338,10.0,"48 km al SUROESTE de CD MANTE, TAMS",2022-02-10,07:07:47,revisado
2022-02-10,03:19:37,4.0,14.171,-93.685,12.6,"164 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-10,09:19:37,revisado
2022-02-10,05:30:42,4.0,14.5832,-92.4457,61.8,"33 km al SUROESTE de CD HIDALGO, CHIS",2022-02-10,11:30:42,revisado
2022-02-10,11:33:03,4.2,15.908,-96.37,49.7,"21 km al NORESTE de S PEDRO POCHUTLA, OAX",2022-02-10,17:33:03,revisado
2022-02-11,14:08:54,4.0,18.0988,-94.5478,24.4,"10 km al NORESTE de MINATITLAN, VER",2022-02-11,20:08:54,revisado
2022-02-11,20:14:17,4.1,29.995,-113.969,19.9,"141 km al SURESTE de SAN FELIPE, BC",2022-02-12,02:14:17,revisado
2022-02-11,21:20:21,4.2,14.3777,-93.8095,7.0,"154 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-12,03:20:21,revisado
2022-02-11,21:39:29,4.6,17.5523,-101.768,19.9,"25 km al SUROESTE de ZIHUATANEJO, GRO",2022-02-12,03:39:29,revisado
2022-02-11,23:35:46,4.2,16.3758,-98.2173,17.6,"18 km al OESTE de PINOTEPA NACIONAL, OAX",2022-02-12,05:35:46,revisado
2022-02-12,01:15:59,4.0,16.4168,-95.2745,68.1,"11 km al NOROESTE de TEHUANTEPEC, OAX",2022-02-12,07:15:59,revisado
2022-02-12,01:57:37,4.0,13.958,-92.4252,23.3,"85 km al SUROESTE de CD HIDALGO, CHIS",2022-02-12,07:57:37,revisado
2022-02-12,04:06:56,4.0,16.551,-93.8717,134.5,"23 km al SUROESTE de CINTALAPA, CHIS",2022-02-12,10:06:56,revisado
2022-02-12,07:32:59,4.4,17.5142,-101.215,44.1,"7 km al SURESTE de PETATLAN, GRO",2022-02-12,13:32:59,revisado
2022-02-12,08:13:51,4.3,15.0582,-93.1518,67.8,"51 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-12,14:13:51,revisado
2022-02-12,12:52:32,4.0,16.3785,-97.8473,4.4,"22 km al ESTE de PINOTEPA NACIONAL, OAX",2022-02-12,18:52:32,revisado
2022-02-12,13:55:14,4.0,14.7345,-93.6513,16.4,"113 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-12,19:55:14,revisado
2022-02-12,20:34:37,4.1,16.6725,-95.0882,13.7,"12 km al NORTE de CD IXTEPEC, OAX",2022-02-13,02:34:37,revisado
2022-02-12,21:36:20,4.1,27.9765,-115.438,16.1,"136 km al OESTE de GUERRERO NEGRO, BCS",2022-02-13,03:36:20,revisado
2022-02-12,22:43:31,5.0,13.6703,-92.0132,13.5,"113 km al SUR de CD HIDALGO, CHIS",2022-02-13,04:43:31,revisado
2022-02-12,22:59:58,4.0,13.6967,-92.0202,14.3,"110 km al SUR de CD HIDALGO, CHIS",2022-02-13,04:59:58,revisado
2022-02-13,00:15:54,4.1,16.3653,-94.4228,104.1,"45 km al SURESTE de UNION HIDALGO, OAX",2022-02-13,06:15:54,revisado
2022-02-13,02:40:23,4.1,17.1623,-95.1265,118.6,"33 km al NOROESTE de MATIAS ROMERO, OAX",2022-02-13,08:40:23,revisado
2022-02-13,08:54:04,4.0,17.1508,-101.382,16.2,"44 km al SUR de PETATLAN, GRO",2022-02-13,14:54:04,revisado
2022-02-13,12:45:45,4.0,16.862,-94.9187,112.1,"13 km al ESTE de MATIAS ROMERO, OAX",2022-02-13,18:45:45,revisado
2022-02-13,19:01:42,4.0,13.7175,-92.385,5.1,"109 km al SUR de CD HIDALGO, CHIS",2022-02-14,01:01:42,revisado
2022-02-14,01:36:07,4.0,16.2425,-98.1008,10.0,"12 km al SUROESTE de PINOTEPA NACIONAL, OAX",2022-02-14,07:36:07,revisado
2022-02-14,02:03:20,4.3,18.2822,-101.016,53.1,"38 km al OESTE de CD ALTAMIRANO, GRO",2022-02-14,08:03:20,revisado
2022-02-14,11:08:48,4.1,16.2625,-96.149,57.9,"48 km al ESTE de MIAHUATLAN, OAX",2022-02-14,17:08:48,revisado
2022-02-14,12:47:57,4.0,15.5358,-94.8445,20.7,"81 km al SURESTE de SALINA CRUZ, OAX",2022-02-14,18:47:57,revisado
2022-02-14,17:53:11,4.2,17.2878,-94.6888,136.7,"59 km al NORESTE de MATIAS ROMERO, OAX",2022-02-14,23:53:11,revisado
2022-02-14,19:53:39,4.0,15.369,-94.4883,24.6,"112 km al SUROESTE de TONALA, CHIS",2022-02-15,01:53:39,revisado
2022-02-14,21:06:12,4.1,15.1602,-92.0922,154.6,"20 km al NORESTE de CACAHOATAN, CHIS",2022-02-15,03:06:12,revisado
2022-02-14,23:01:54,4.8,14.1033,-93.32,13.0,"141 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,05:01:54,revisado
2022-02-14,23:07:43,4.3,14.1258,-93.352,25.1,"143 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,05:07:43,revisado
2022-02-15,00:10:18,4.2,14.2787,-93.4412,20.4,"141 km al SUROESTE de MAPASTEPEC, CHIS",2022-02-15,06:10:18,revisado
2022-02-15,01:48:30,4.2,14.1183,-93.498,19.2,"158 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,07:48:30,revisado
2022-02-15,04:14:03,4.0,14.2112,-93.3653,19.2,"141 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,10:14:03,revisado
2022-02-15,04:21:54,4.3,14.16,-93.3878,15.7,"145 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,10:21:54,revisado
2022-02-15,04:39:51,4.0,15.6132,-96.4972,31.2,"15 km al SUR de S PEDRO POCHUTLA, OAX",2022-02-15,10:39:51,revisado
2022-02-15,07:20:56,4.2,14.1308,-93.3318,3.7,"141 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,13:20:56,revisado
2022-02-15,08:38:39,4.0,14.0238,-93.274,8.4,"141 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,14:38:39,revisado
2022-02-15,16:14:34,4.2,14.5163,-92.4418,61.7,"36 km al SUROESTE de CD HIDALGO, CHIS",2022-02-15,22:14:34,revisado
2022-02-15,19:17:13,4.0,13.9873,-93.4762,15.0,"162 km al SUROESTE de CD HIDALGO, CHIS",2022-02-16,01:17:13,revisado
2022-02-15,21:40:13,4.0,18.8913,-107.425,10.0,"298 km al SUROESTE de PUERTO VALLARTA, JAL",2022-02-16,03:40:13,revisado
2022-02-15,21:43:09,4.1,30.6018,-113.971,21.1,"89 km al SUROESTE de PUERTO PEÑASCO, SON",2022-02-16,03:43:09,revisado
2022-02-15,21:48:11,4.1,14.574,-92.7125,71.2,"61 km al SUROESTE de TAPACHULA, CHIS",2022-02-16,03:48:11,revisado
2022-02-15,22:50:16,4.0,18.7002,-103.746,24.3,"27 km al SURESTE de TECOMAN, COL",2022-02-16,04:50:16,revisado
2022-02-16,01:12:23,6.2,13.837,-91.573,62.0,"112 km al SURESTE de CD HIDALGO, CHIS",2022-02-16,07:12:23,revisado
2022-02-16,01:50:13,4.9,13.8582,-91.5787,35.7,"110 km al SURESTE de CD HIDALGO, CHIS",2022-02-16,07:50:13,revisado
2022-02-16,10:27:13,4.0,15.4197,-94.7672,13.0,"96 km al SURESTE de SALINA CRUZ, OAX",2022-02-16,16:27:13,revisado
2022-02-16,11:31:32,4.2,15.6362,-95.7408,8.9,"45 km al SURESTE de CRUCECITA, OAX",2022-02-16,17:31:32,revisado
2022-02-16,11:59:47,4.1,15.9605,-93.5548,114.0,"26 km al SURESTE de TONALA, CHIS",2022-02-16,17:59:47,revisado
2022-02-16,12:34:33,4.0,17.058,-102.471,16.2,"103 km al SUROESTE de CD LAZARO CARDENAS, MICH",2022-02-16,18:34:33,revisado
2022-02-16,22:21:58,4.0,15.861,-96.161,54.2,"11 km al NOROESTE de CRUCECITA, OAX",2022-02-17,04:21:58,revisado
2022-02-17,01:01:41,4.2,15.6052,-96.0762,8.0,"19 km al SURESTE de CRUCECITA, OAX",2022-02-17,07:01:41,revisado
2022-02-17,01:05:40,4.1,15.6007,-96.0747,4.1,"20 km al SURESTE de CRUCECITA, OAX",2022-02-17,07:05:40,revisado
2022-02-17,01:12:02,4.4,15.4297,-95.1097,16.1,"84 km al SUR de SALINA CRUZ, OAX",2022-02-17,07:12:02,revisado
2022-02-17,01:27:28,4.1,24.701,-100.126,10.0,"59 km al SUROESTE de LINARES, NL",2022-02-17,07:27:28,revisado
2022-02-17,03:07:13,4.0,15.664,-96.0227,2.3,"17 km al SURESTE de CRUCECITA, OAX",2022-02-17,09:07:13,revisado
2022-02-17,09:15:39,4.0,15.6897,-95.9678,6.0,"20 km al SURESTE de CRUCECITA, OAX",2022-02-17,15:15:39,revisado
2022-02-17,14:23:32,4.0,14.1443,-93.3987,16.1,"147 km al SUROESTE de CD HIDALGO, CHIS",2022-02-17,20:23:32,revisado
