time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1975-04-18T09:30:14.960Z,19.3058333,-155.218,10.255,3.79,ml,34,130,,0.09,hv,hv19752521,2020-03-31T18:05:08.330Z,"15 km S of Volcano, Hawaii",earthquake,0.44,0.46,0.05,1,reviewed,hv,hv
1975-04-18T10:57:11.870Z,19.4803333,-155.6946667,7.072,3.19,ml,31,70,,0.07,hv,hv19752524,2020-03-31T18:05:08.780Z,"18 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.53,0.7,0.13,1,reviewed,hv,hv
1975-04-18T13:22:29.190Z,19.3046667,-155.2195,10.205,3.86,ml,33,131,,0.1,hv,hv19752525,2020-03-31T18:05:08.920Z,"15 km S of Volcano, Hawaii",earthquake,0.54,0.38,0.03,2,reviewed,hv,hv
1975-04-18T21:11:30.300Z,19.7493333,-155.7755,9.68,3.01,ml,23,209,,0.08,hv,hv19752530,2020-03-31T18:05:09.670Z,"21 km S of Waikoloa, Hawaii",earthquake,1.26,0.69,,1,reviewed,hv,hv
1975-04-18T23:00:13.190Z,19.0001667,-156.482,5.957,3.13,ml,24,299,,0.08,hv,hv19752532,2020-03-31T18:05:09.970Z,"75 km W of Hawaiian Ocean View, Hawaii",earthquake,7.97,13.88,,1,reviewed,hv,hv
1975-04-21T01:37:21.330Z,19.1211667,-155.7096667,8.767,3.2,ml,17,325,,0.12,hv,hv19752552,2020-03-31T18:05:12.900Z,"8 km NE of Hawaiian Ocean View, Hawaii",earthquake,9.89,2.75,0.08,1,reviewed,hv,hv
1975-04-25T00:46:56.110Z,19.254,-155.3908333,7.552,3.18,ml,29,152,,0.12,hv,hv19752575,2020-03-31T18:00:00.460Z,"10 km ENE of P?hala, Hawaii",earthquake,0.74,1.03,0.07,1,reviewed,hv,hv
1975-04-26T14:05:34.780Z,19.4598333,-155.6255,-1.142,3.31,ml,19,229,,0.06,hv,hv19752593,2020-03-31T18:00:03.120Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,1.24,0.63,,1,reviewed,hv,hv
1975-04-28T06:41:32.890Z,20.077,-155.5751667,23.048,3.14,ml,28,200,,0.09,hv,hv19752603,2020-03-31T18:00:04.590Z,"4 km S of Kukuihaele, Hawaii",earthquake,0.86,2.55,0.09,1,reviewed,hv,hv
1975-04-29T11:14:21.360Z,19.4328333,-155.5985,1.468,3.19,ml,30,100,,0.11,hv,hv19752614,2020-03-31T18:00:06.240Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.84,12.25,0.02,1,reviewed,hv,hv
1975-04-29T11:48:07.580Z,19.407,-155.2745,15.505,3.77,ml,34,63,,0.1,hv,hv19752615,2020-03-31T18:00:06.400Z,"5 km SW of Volcano, Hawaii",earthquake,0.48,0.54,0.14,1,reviewed,hv,hv
1975-04-30T05:23:10.200Z,19.3948333,-155.4818333,6.43,3.5,ml,34,39,,0.13,hv,hv19752621,2020-03-31T18:00:07.270Z,"21 km N of P?hala, Hawaii",earthquake,0.49,1,0.14,1,reviewed,hv,hv
1975-04-30T16:42:28.890Z,19.4761667,-155.5836667,-0.8,3.5,ml,29,83,,0.09,hv,hv19752628,2020-03-31T18:00:08.290Z,"29 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.58,0.69,0.09,1,reviewed,hv,hv
1975-05-06T07:39:30.610Z,19.4313333,-155.609,-0.593,3.15,ml,30,135,,0.09,hv,hv19752677,2020-03-31T18:00:15.770Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.51,0.81,0.07,1,reviewed,hv,hv
1975-05-06T08:55:17.850Z,19.4228333,-155.5925,-3.103,3.04,ml,30,93,,0.11,hv,hv19752680,2020-03-31T18:02:53.140Z,"27 km NNW of P?hala, Hawaii",earthquake,0.53,1.52,0.03,1,reviewed,hv,hv
1975-05-08T03:52:35.840Z,19.8075,-156.7093333,5.717,3.68,ml,34,255,,0.17,hv,hv19752692,2020-03-31T18:02:54.890Z,"76 km WNW of Kailua-Kona, Hawaii",earthquake,3.31,15.22,0.12,3,reviewed,hv,hv
1975-05-08T19:47:06.900Z,19.4166667,-155.2673333,14.178,3.03,ml,28,47,,0.1,hv,hv19752698,2020-03-31T18:02:55.880Z,"4 km SW of Volcano, Hawaii",earthquake,0.6,0.34,0.02,1,reviewed,hv,hv
1975-05-11T05:32:52.010Z,19.325,-155.1195,9.927,4.05,ml,34,108,,0.09,hv,hv19752726,2020-03-31T18:03:00.160Z,"15 km S of Fern Forest, Hawaii",earthquake,0.67,0.47,0.07,4,reviewed,hv,hv
1975-05-12T05:44:38.570Z,19.471,-155.5941667,-1.702,3.28,ml,31,53,,0.11,hv,hv19752740,2020-03-31T18:03:02.350Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.33,0.42,0.03,1,reviewed,hv,hv
1975-05-15T21:31:37.190Z,19.4236667,-155.592,-2.416,3.09,ml,27,89,,0.13,hv,hv19752770,2020-03-31T18:03:07.040Z,"27 km NNW of P?hala, Hawaii",earthquake,0.73,2.06,0.03,1,reviewed,hv,hv
1975-05-19T04:25:45.590Z,19.4158333,-155.6076667,-1.866,3.31,ml,30,128,,0.08,hv,hv19752790,2020-03-31T18:06:10.000Z,"27 km NNW of P?hala, Hawaii",earthquake,0.62,1.92,0.05,1,reviewed,hv,hv
1975-05-19T16:13:10.320Z,19.4211667,-155.6185,-0.246,3.44,ml,32,140,,0.1,hv,hv19752796,2020-03-31T18:06:10.900Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.5,1.17,0.42,2,reviewed,hv,hv
1975-05-19T18:42:27.390Z,19.446,-155.5926667,-1.962,3.04,ml,27,119,,0.2,hv,hv19752798,2020-03-31T18:06:11.190Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.78,0.87,0.03,1,reviewed,hv,hv
1975-05-22T08:32:58.350Z,20.2881667,-155.6515,9.59,4.66,ml,38,183,,0.1,hv,hv19752811,2020-03-31T18:06:13.180Z,"14 km ENE of Hala‘ula, Hawaii",earthquake,1.01,2.92,0.09,4,reviewed,hv,hv
1975-05-22T14:46:05.690Z,19.3758333,-155.4621667,6.704,3.17,ml,35,40,,0.14,hv,hv19752812,2020-03-31T18:06:13.350Z,"19 km N of P?hala, Hawaii",earthquake,0.47,0.88,0.13,2,reviewed,hv,hv
1975-05-25T08:04:45.990Z,19.4166667,-155.4176667,9.691,3.58,ml,34,43,,0.12,hv,hv19752829,2020-03-31T18:06:15.860Z,"19 km W of Volcano, Hawaii",earthquake,0.45,0.57,0.31,2,reviewed,hv,hv
1975-05-27T21:02:54.910Z,19.4531667,-155.57,-2.682,3.13,ml,26,124,,0.17,hv,hv19752852,2020-03-31T18:06:19.440Z,"29 km NNW of P?hala, Hawaii",earthquake,0.83,1.57,0.09,1,reviewed,hv,hv
1975-05-28T12:01:57.680Z,18.037,-153.5888333,36.681,4.59,ml,36,335,,0.09,hv,hv19752864,2020-05-21T21:48:50.215Z,"211 km SE of Leilani Estates, Hawaii",earthquake,6.88,3.24,0.11,2,reviewed,hv,hv
1975-05-29T16:46:48.800Z,19.4191667,-155.6156667,-1.063,3.55,ml,31,136,,0.1,hv,hv19752879,2020-03-31T18:06:23.440Z,"26 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.49,1.42,0.11,3,reviewed,hv,hv
1975-05-29T22:14:14.230Z,19.3695,-155.0731667,9.451,3.91,ml,35,89,,0.09,hv,hv19752882,2020-03-31T18:06:23.890Z,"12 km SSE of Fern Forest, Hawaii",earthquake,0.5,0.41,0.04,2,reviewed,hv,hv
1975-05-30T22:40:35.260Z,19.3733333,-155.4635,5.564,3.19,ml,31,52,,0.1,hv,hv19752893,2020-03-31T18:06:25.500Z,"18 km N of P?hala, Hawaii",earthquake,0.48,0.96,0.12,1,reviewed,hv,hv
1975-05-31T08:45:36.990Z,19.4485,-155.6061667,-1.053,3.2,ml,33,113,,0.11,hv,hv19752897,2020-03-31T18:06:26.080Z,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.48,0.28,0.29,2,reviewed,hv,hv
1975-06-02T08:57:57.320Z,19.4516667,-155.5888333,-1.964,3.15,ml,34,66,,0.12,hv,hv19752910,2020-03-31T18:06:27.980Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.42,0.44,0.31,2,reviewed,hv,hv
1975-06-02T15:10:14.620Z,19.373,-155.4616667,8.884,3.35,ml,32,51,,0.1,hv,hv19752911,2020-03-31T17:57:34.010Z,"18 km N of P?hala, Hawaii",earthquake,0.47,0.99,0.14,2,reviewed,hv,hv
1975-06-02T19:58:36.760Z,19.438,-155.5915,-3.023,3.31,ml,23,57,,0.13,hv,hv19752913,2020-03-31T17:57:34.320Z,"28 km NNW of P?hala, Hawaii",earthquake,0.76,1.42,0.05,2,reviewed,hv,hv
1975-06-03T20:18:46.330Z,19.473,-155.5951667,-0.582,3.12,ml,17,153,,0.08,hv,hv19752921,2020-03-31T17:57:35.530Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.94,0.38,0.05,1,reviewed,hv,hv
1975-06-05T18:11:03.450Z,19.3193333,-155.7963333,9.008,3.43,ml,32,95,,0.09,hv,hv19752943,2020-03-31T17:57:38.860Z,"16 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.6,0.52,0.11,1,reviewed,hv,hv
1975-06-07T16:03:11.950Z,19.3923333,-155.4465,8.181,3.29,ml,33,44,,0.13,hv,hv19752955,2020-03-31T17:57:40.630Z,"21 km N of P?hala, Hawaii",earthquake,0.49,0.98,0.09,1,reviewed,hv,hv
1975-06-07T21:53:57.800Z,19.182,-155.6031667,8.84,3.54,ml,29,95,,0.17,hv,hv19752957,2020-03-31T17:57:40.960Z,"12 km N of Wai‘?hinu, Hawaii",earthquake,0.72,1.36,0.09,1,reviewed,hv,hv
1975-06-08T15:32:29.110Z,19.333,-155.1283333,9.437,3.54,ml,31,88,,0.09,hv,hv19752960,2020-03-31T17:57:41.410Z,"14 km S of Fern Forest, Hawaii",earthquake,0.5,0.48,,3,reviewed,hv,hv
1975-06-11T18:51:13.210Z,19.4181667,-155.595,-3.103,3.14,ml,31,51,,0.16,hv,hv19752991,2020-03-31T17:57:46.130Z,"26 km NNW of P?hala, Hawaii",earthquake,0.47,1.79,0.02,1,reviewed,hv,hv
1975-06-12T01:16:44.490Z,19.4223333,-155.5886667,-3.113,3.15,ml,28,52,,0.09,hv,hv19752996,2020-03-31T17:57:46.900Z,"26 km NNW of P?hala, Hawaii",earthquake,0.46,1.41,0.09,1,reviewed,hv,hv
1975-06-16T08:09:17.890Z,19.4425,-155.2698333,17.308,3.03,ml,33,50,,0.1,hv,hv19753038,2020-03-31T18:20:58.250Z,"3 km W of Volcano, Hawaii",earthquake,0.54,0.8,0.07,1,reviewed,hv,hv
1975-06-20T02:34:05.130Z,19.4453333,-155.573,-3.134,3.02,ml,26,95,,0.16,hv,hv19753079,2020-03-31T18:21:05.680Z,"28 km NNW of P?hala, Hawaii",earthquake,0.54,1.28,0.03,1,reviewed,hv,hv
1975-06-21T02:09:51.750Z,19.498,-155.6521667,2.834,3.1,ml,27,133,,0.11,hv,hv19753091,2020-03-31T18:21:07.540Z,"22 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.68,1.65,0.09,1,reviewed,hv,hv
1975-06-21T19:22:21.040Z,19.416,-155.6288333,-2.773,3.46,ml,31,112,,0.19,hv,hv19753100,2020-03-31T18:21:08.920Z,"25 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.69,2.36,0.06,1,reviewed,hv,hv
1975-06-21T23:34:56.990Z,19.4496667,-155.4791667,7.566,3.71,ml,34,43,,0.08,hv,hv19753102,2020-03-31T18:21:09.250Z,"25 km W of Volcano, Hawaii",earthquake,0.42,0.64,0.09,1,reviewed,hv,hv
1975-06-25T12:39:42.160Z,19.4065,-155.5975,3.804,3.16,ml,30,105,,0.09,hv,hv19753132,2020-03-31T18:21:14.500Z,"25 km NNW of P?hala, Hawaii",earthquake,0.53,2.51,0.32,2,reviewed,hv,hv
1975-07-03T11:52:40.100Z,18.992,-155.4701667,38.553,3.05,ml,32,216,,0.07,hv,hv19753219,2020-03-31T18:50:18.150Z,"14 km SE of Naalehu, Hawaii",earthquake,1.46,2.11,0.06,2,reviewed,hv,hv
1975-07-05T03:40:54.980Z,19.3713333,-155.315,31.114,4.24,ml,37,39,,0.08,hv,hv19753240,2020-03-31T18:50:21.340Z,"11 km SW of Volcano, Hawaii",earthquake,0.52,1.05,0.19,4,reviewed,hv,hv
1975-07-05T07:03:46.630Z,19.3738333,-155.315,31.934,3.28,ml,36,39,,0.09,hv,hv19753244,2020-03-31T18:50:21.920Z,"11 km SW of Volcano, Hawaii",earthquake,0.58,1.14,0.28,2,reviewed,hv,hv
1975-07-06T09:18:19.600Z,19.4488333,-155.5975,4.949,4.22,ml,14,142,,0.1,hv,hv19753265,2020-03-31T18:50:24.960Z,"28 km E of Honaunau-Napoopoo, Hawaii",earthquake,0.95,2.04,0.41,2,reviewed,hv,hv
1975-07-06T09:25:45.930Z,19.4501667,-155.6275,0.285,3.96,ml,7,206,,0.05,hv,hv19753266,2020-03-31T18:50:25.110Z,"24 km E of Honaunau-Napoopoo, Hawaii",earthquake,1.15,10.96,0.2,4,reviewed,hv,hv
1975-07-06T11:29:06.130Z,19.4741667,-155.5613333,-0.124,3.02,ml,25,133,,0.1,hv,hv19753268,2020-03-31T18:50:25.410Z,"31 km NNW of P?hala, Hawaii",earthquake,0.92,12.57,0.36,2,reviewed,hv,hv
1975-07-07T02:39:22.050Z,19.5048333,-155.4526667,-2.109,3.37,ml,18,98,,0.13,hv,hv19753311,2020-03-31T18:50:31.710Z,"23 km WNW of Volcano, Hawaii",earthquake,0.72,3.51,0.13,2,reviewed,hv,hv
1975-07-07T09:48:57.000Z,19.5155,-155.4811667,3.45,3.11,ml,20,90,,0.15,hv,hv19753352,2020-03-31T18:51:30.870Z,"27 km WNW of Volcano, Hawaii",earthquake,0.73,2.79,0.21,2,reviewed,hv,hv
1975-07-07T15:39:49.000Z,19.5293333,-155.4611667,2.498,3.56,ml,32,68,,0.11,hv,hv19753378,2020-03-31T18:51:34.660Z,"25 km WNW of Volcano, Hawaii",earthquake,0.47,2.11,0.31,2,reviewed,hv,hv
1975-07-07T17:48:55.400Z,19.5333333,-155.4386667,6.091,3.05,ml,30,108,,0.13,hv,hv19753389,2020-03-31T18:51:36.220Z,"23 km WNW of Volcano, Hawaii",earthquake,0.77,1.33,0.12,2,reviewed,hv,hv
1975-07-07T18:11:27.780Z,19.5326667,-155.4718333,2.426,3.15,ml,31,114,,0.11,hv,hv19753391,2020-03-31T18:51:36.520Z,"26 km WNW of Volcano, Hawaii",earthquake,0.8,2.76,0.25,2,reviewed,hv,hv
1975-07-07T18:28:22.350Z,19.5305,-155.4568333,3.706,3.71,ml,17,157,,0.11,hv,hv19753393,2020-03-31T18:51:36.810Z,"25 km WNW of Volcano, Hawaii",earthquake,1.06,3.64,0.28,2,reviewed,hv,hv
1975-07-08T00:47:42.470Z,19.5465,-155.5018333,-0.194,4.71,ml,34,165,,0.15,hv,hv19753408,2020-03-31T18:51:39.020Z,"30 km WNW of Volcano, Hawaii",earthquake,0.85,13.82,0.37,4,reviewed,hv,hv
1975-07-08T04:39:52.520Z,19.5266667,-155.459,1.991,4.31,ml,35,67,,0.12,hv,hv19753414,2020-03-31T18:51:40.150Z,"25 km WNW of Volcano, Hawaii",earthquake,0.4,3.45,0.14,4,reviewed,hv,hv
1975-07-08T05:37:36.340Z,19.5515,-155.4768333,1.996,3.31,ml,28,196,,0.08,hv,hv19753421,2020-03-31T18:51:41.370Z,"28 km WNW of Volcano, Hawaii",earthquake,1.05,3.54,0.1,2,reviewed,hv,hv
1975-07-08T06:32:35.710Z,19.5305,-155.464,-2.754,3.51,ml,34,68,,0.14,hv,hv19753430,2020-03-31T18:51:42.740Z,"26 km WNW of Volcano, Hawaii",earthquake,0.5,1.12,0.17,2,reviewed,hv,hv
1975-07-08T08:33:40.390Z,19.5281667,-155.4615,-2.617,3.31,ml,32,78,,0.13,hv,hv19753440,2020-03-31T18:32:09.830Z,"Island of Hawaii, Hawaii",earthquake,0.46,2.94,0.37,2,reviewed,hv,hv
1975-07-08T08:50:01.170Z,19.5293333,-155.4698333,-2.658,3.08,ml,21,100,,0.11,hv,hv19753442,2020-03-31T18:32:10.140Z,"26 km WNW of Volcano, Hawaii",earthquake,0.61,3.76,0.18,2,reviewed,hv,hv
1975-07-08T11:09:07.830Z,19.5285,-155.478,2.438,3.57,ml,26,74,,0.13,hv,hv19753457,2020-03-31T18:32:12.390Z,"27 km WNW of Volcano, Hawaii",earthquake,0.6,1.82,0.38,2,reviewed,hv,hv
1975-07-08T14:06:31.010Z,19.5265,-155.4581667,-1.877,3.17,ml,30,69,,0.11,hv,hv19753480,2020-03-31T18:32:15.930Z,"25 km WNW of Volcano, Hawaii",earthquake,0.39,3.63,0.39,2,reviewed,hv,hv
1975-07-08T20:56:34.710Z,19.5223333,-155.4746667,-2.137,3.36,ml,33,74,,0.12,hv,hv19753540,2020-03-31T18:32:25.070Z,"27 km WNW of Volcano, HI",earthquake,0.47,4.75,0.2,2,reviewed,hv,hv
1975-07-09T00:42:31.590Z,19.522,-155.4928333,2.158,3.04,ml,30,99,,0.11,hv,hv19753568,2020-03-31T18:33:25.940Z,"28 km WNW of Volcano, Hawaii",earthquake,0.44,1.88,0.05,2,reviewed,hv,hv
1975-07-09T02:23:00.130Z,19.3698333,-155.3081667,30.558,3,ml,32,36,,0.09,hv,hv19753576,2020-03-31T18:33:27.170Z,"Island of Hawaii, Hawaii",earthquake,0.7,1.22,0.07,2,reviewed,hv,hv
1975-07-09T06:07:02.870Z,19.5333333,-155.4663333,2.363,3.8,ml,36,69,,0.12,hv,hv19753599,2020-03-31T18:33:31.180Z,"26 km WNW of Volcano, Hawaii",earthquake,0.48,2.43,0.23,2,reviewed,hv,hv
1975-07-09T07:09:21.050Z,19.5245,-155.4706667,-1.787,3.23,ml,33,69,,0.09,hv,hv19753601,2020-03-31T18:33:31.490Z,"26 km WNW of Volcano, Hawaii",earthquake,0.42,4.63,0.22,2,reviewed,hv,hv
1975-07-09T09:33:42.780Z,19.5338333,-155.4601667,-2.081,3.11,ml,32,78,,0.11,hv,hv19753611,2020-03-31T18:33:33.070Z,"25 km WNW of Volcano, Hawaii",earthquake,0.44,2.22,0.13,2,reviewed,hv,hv
1975-07-09T13:49:27.740Z,19.5328333,-155.4678333,3.473,3.35,ml,32,84,,0.12,hv,hv19753625,2020-03-31T18:33:35.310Z,"26 km WNW of Volcano, Hawaii",earthquake,0.55,1.79,0.29,2,reviewed,hv,hv
1975-07-09T15:47:42.930Z,19.5365,-155.4671667,1.173,3.78,ml,32,84,,0.13,hv,hv19753631,2020-03-31T18:33:36.250Z,"26 km WNW of Volcano, Hawaii",earthquake,0.58,7.8,0.12,4,reviewed,hv,hv
1975-07-09T15:57:48.150Z,19.5326667,-155.4685,-2.137,3.16,ml,31,76,,0.11,hv,hv19753632,2020-03-31T18:33:36.420Z,"26 km WNW of Volcano, Hawaii",earthquake,0.47,4.18,0.23,2,reviewed,hv,hv
1975-07-09T18:40:03.670Z,19.5285,-155.4725,4.343,4.6,ml,34,69,,0.1,hv,hv19753643,2020-03-31T18:33:38.140Z,"26 km WNW of Volcano, Hawaii",earthquake,0.5,0.94,0.33,4,reviewed,hv,hv
1975-07-09T23:34:24.010Z,19.5356667,-155.4596667,1.183,3.32,ml,34,69,,0.12,hv,hv19753651,2020-03-31T18:33:39.380Z,"25 km WNW of Volcano, Hawaii",earthquake,0.49,4.11,0.02,4,reviewed,hv,hv
1975-07-10T05:38:26.620Z,19.5266667,-155.4638333,-1.437,3.16,ml,32,68,,0.1,hv,hv19753659,2020-03-31T18:33:40.610Z,"25 km WNW of Volcano, Hawaii",earthquake,0.43,4.74,0.4,2,reviewed,hv,hv
1975-07-12T16:39:39.150Z,19.5351667,-155.474,0.273,3.02,ml,27,70,,0.09,hv,hv19753718,2020-03-31T18:34:45.170Z,"27 km WNW of Volcano, Hawaii",earthquake,0.42,3.08,0.13,2,reviewed,hv,hv
1975-07-19T07:19:58.430Z,19.3423333,-155.1095,8.373,3.44,ml,27,142,,0.1,hv,hv19753768,2020-03-31T18:34:52.640Z,"13 km SSE of Fern Forest, Hawaii",earthquake,0.56,0.74,0.13,2,reviewed,hv,hv
1975-07-23T01:12:34.620Z,19.7318333,-156.0663333,31.619,4.19,ml,23,279,,0.13,hv,hv19753799,2020-03-31T18:34:57.140Z,"8 km W of Kalaoa, Hawaii",earthquake,2.93,2.51,0.17,2,reviewed,hv,hv
1975-07-27T09:14:59.880Z,19.809,-155.5596667,26.076,3.73,ml,33,184,,0.09,hv,hv19753827,2020-03-31T18:35:59.580Z,"26 km SSE of Waimea, Hawaii",earthquake,0.9,2.12,0.15,4,reviewed,hv,hv
1975-07-29T22:53:04.110Z,20.332,-155.9783333,4.71,3.06,ml,23,310,,0.07,hv,hv19753849,2020-03-31T18:36:02.960Z,"18 km WNW of H?w?, Hawaii",earthquake,5.82,7.78,,6,reviewed,hv,hv
1975-07-30T23:31:22.630Z,19.5203333,-155.5983333,8.086,3.84,ml,27,145,,0.1,hv,hv19753855,2020-03-31T18:36:03.850Z,"28 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.62,0.51,0.15,5,reviewed,hv,hv
1975-07-31T11:44:24.560Z,19.557,-156.3078333,33.19,3.59,ml,26,305,,0.15,hv,hv19753858,2020-03-31T18:36:04.270Z,"33 km WSW of Kailua-Kona, Hawaii",earthquake,10.41,3.24,0.24,2,reviewed,hv,hv
1975-08-05T17:36:39.930Z,19.2635,-155.3961667,8.497,3.25,ml,19,187,,0.19,hv,hv19753884,2020-03-31T16:27:19.540Z,"10 km NE of P?hala, Hawaii",earthquake,1.96,1.58,0.34,2,reviewed,hv,hv
1975-08-06T01:51:36.930Z,19.2733333,-155.3786667,7.965,3.05,ml,18,148,,0.1,hv,hv19753900,2020-03-31T16:27:22.080Z,"13 km NE of P?hala, Hawaii",earthquake,0.72,0.86,0.21,2,reviewed,hv,hv
1975-08-06T02:53:51.170Z,19.2676667,-155.3896667,7.194,3.08,ml,28,127,,0.12,hv,hv19753901,2020-03-31T16:27:22.240Z,"11 km NE of P?hala, Hawaii",earthquake,0.62,0.93,0.19,2,reviewed,hv,hv
1975-08-18T17:08:57.070Z,19.6141667,-156.0303333,40.969,3.8,ml,34,229,,0.09,hv,hv19753987,2020-03-31T16:28:10.740Z,"4 km SW of Kailua-Kona, Hawaii",earthquake,1.06,1.89,0.17,4,reviewed,hv,hv
1975-08-22T14:46:09.390Z,19.325,-155.1925,9.103,3.04,ml,27,92,,0.08,hv,hv19754010,2020-03-31T16:28:14.800Z,"13 km SSE of Volcano, Hawaii",earthquake,0.41,0.45,0.12,2,reviewed,hv,hv
1975-08-24T15:45:35.360Z,19.374,-155.2821667,35.48,3.76,ml,31,52,,0.08,hv,hv19754019,2020-03-31T16:28:16.130Z,"9 km SSW of Volcano, Hawaii",earthquake,0.71,1.31,0.24,5,reviewed,hv,hv
1975-08-27T17:34:44.420Z,19.4488333,-155.474,8.036,4.06,ml,32,50,,0.12,hv,hv19754049,2020-03-31T16:28:38.540Z,"25 km W of Volcano, Hawaii",earthquake,0.44,0.59,0.33,2,reviewed,hv,hv
1975-09-01T22:39:26.060Z,18.8896667,-155.2411667,12.851,3.03,ml,28,254,,0.1,hv,hv19754105,2020-03-31T18:36:06.630Z,"40 km ESE of Naalehu, Hawaii",earthquake,1.81,1.55,0.07,1,reviewed,hv,hv
1975-09-10T18:34:13.580Z,19.315,-155.135,9.158,3.69,ml,18,182,,0.09,hv,hv19754216,2020-03-31T18:37:20.860Z,"16 km S of Fern Forest, Hawaii",earthquake,1.18,1.34,0.14,2,reviewed,hv,hv
1975-09-11T14:43:56.520Z,18.4015,-155.7581667,18.256,3.07,ml,28,320,,0.1,hv,hv19754224,2020-03-31T18:37:22.070Z,"73 km S of Hawaiian Ocean View, Hawaii",earthquake,7.82,8.35,,1,reviewed,hv,hv
1975-09-17T05:38:05.350Z,19.2613333,-155.4993333,40.066,3,ml,33,76,,0.08,hv,hv19754296,2020-03-31T18:38:30.330Z,"6 km NNW of P?hala, Hawaii",earthquake,0.73,1.68,0.11,2,reviewed,hv,hv
1975-09-19T23:02:59.410Z,19.3358333,-155.105,9.052,3.04,ml,22,150,,0.05,hv,hv19754331,2020-03-31T18:38:35.700Z,"14 km SSE of Fern Forest, Hawaii",earthquake,0.66,0.77,0.05,2,reviewed,hv,hv
1975-09-20T05:24:27.910Z,19.2406667,-155.5411667,-0.954,3.05,ml,24,121,,0.12,hv,hv19754332,2020-03-31T18:38:35.860Z,"7 km WNW of P?hala, Hawaii",earthquake,0.45,0.49,0.12,2,reviewed,hv,hv
1975-09-22T05:46:05.420Z,19.3278333,-155.2048333,9.665,3.44,ml,30,82,,0.09,hv,hv19754350,2020-03-31T18:38:39.560Z,"13 km SSE of Volcano, Hawaii",earthquake,0.72,0.42,0.08,4,reviewed,hv,hv
1975-09-22T12:10:07.260Z,19.3946667,-155.435,8.714,3.41,ml,29,47,,0.11,hv,hv19754355,2020-03-31T18:38:40.370Z,"21 km NNE of P?hala, Hawaii",earthquake,0.46,0.72,0.02,4,reviewed,hv,hv
1975-09-28T10:39:00.650Z,18.9835,-155.2675,13.348,3.98,ml,34,234,,0.08,hv,hv19754429,2020-03-31T18:39:54.100Z,"32 km SE of P?hala, Hawaii",earthquake,1.59,0.72,0.07,4,reviewed,hv,hv
1975-10-02T07:34:39.770Z,19.3081667,-155.2231667,9.59,3.82,ml,35,79,,0.09,hv,hv19754471,2020-03-31T18:40:00.360Z,"14 km S of Volcano, Hawaii",earthquake,0.52,0.41,0.04,5,reviewed,hv,hv
1975-10-02T14:25:30.750Z,20.019,-157.585,14.797,3.94,ml,19,332,,0.1,hv,hv19754475,2020-03-31T18:40:00.960Z,"113 km SW of Lanai City, Hawaii",earthquake,13.73,14.91,0.18,2,reviewed,hv,hv
1975-10-03T00:17:56.570Z,18.753,-156.3678333,5.317,3.29,ml,20,319,,0.12,hv,hv19754478,2020-03-31T18:40:01.410Z,"72 km WSW of Hawaiian Ocean View, Hawaii",earthquake,7.44,10.29,0.15,2,reviewed,hv,hv
1975-10-09T04:05:38.180Z,19.268,-155.3963333,6.884,3.49,ml,35,125,,0.16,hv,hv19754536,2020-03-31T18:41:15.160Z,"11 km NE of P?hala, Hawaii",earthquake,0.61,0.81,0.29,4,reviewed,hv,hv
1975-10-14T04:17:39.890Z,19.115,-156.1983333,32.181,3.09,ml,30,277,,0.1,hv,hv19754578,2020-03-31T18:41:23.460Z,"45 km W of Hawaiian Ocean View, Hawaii",earthquake,4.07,2.16,0.15,3,reviewed,hv,hv
1975-10-19T11:05:46.640Z,19.1406667,-155.5598333,31.969,3.52,ml,34,131,,0.08,hv,hv19754614,2020-03-31T18:41:29.200Z,"8 km NNE of Naalehu, Hawaii",earthquake,0.75,1.73,0.05,4,reviewed,hv,hv
1975-10-22T22:39:14.190Z,19.7516667,-155.3946667,17.271,3.04,ml,33,76,,0.1,hv,hv19754644,2020-03-31T18:41:33.740Z,"30 km SSW of Laup?hoehoe, Hawaii",earthquake,0.57,2.27,0.03,2,reviewed,hv,hv
1975-10-23T02:52:54.890Z,18.9085,-155.2808333,13.646,3.01,ml,32,249,,0.08,hv,hv19754647,2020-03-31T18:41:34.210Z,"36 km ESE of Naalehu, Hawaii",earthquake,0.96,1.32,0.06,2,reviewed,hv,hv
